Well Position,Temperature,Derivative
D8,83.169,1325.869
D8,83.362,1274.231
D8,83.554,1196.234
D8,83.747,1109.541
D8,83.939,1036.328
D8,84.132,991.659
D8,84.325,978.853
D8,84.517,993.316
D8,84.71,1029.563
D8,84.903,1084.694
D8,85.095,1156.295
D8,85.288,1237.765
D8,85.48,1315.855
D8,85.673,1373.254
D8,85.866,1395.22
D8,86.058,1376.213
D8,86.251,1322.259
D8,86.443,1247.668
D8,86.636,1168.891
D8,86.829,1099.652
D8,87.021,1049.416
D8,87.214,1023.665
D8,87.407,1023.709
D8,87.599,1045.43
D8,87.792,1078.932
D8,87.984,1111.337
D8,88.177,1131.941
D8,88.37,1136.314
D8,88.562,1126.19
D8,88.755,1105.346
D8,88.947,1075.684
D8,89.14,1037.025
D8,89.333,990.39
D8,89.525,941.316
D8,89.718,900.052
D8,89.91,878.294
D8,90.103,884.028
D8,90.296,916.364
D8,90.488,962.943
D8,90.681,1002.561
D8,90.874,1014.067
D8,91.066,987.863
D8,91.259,933.013
D8,91.451,873.87
D8,91.644,837.127
D8,91.837,836.42
D8,92.029,863.793
D8,92.222,893.555
D8,92.414,896.389
D8,92.607,855.407
D8,92.8,774.734
D8,92.992,679.11
D8,93.185,604.148
D8,93.378,554.589
D8,93.57,537.287
D8,93.763,549.755
D8,93.955,584.499
D8,94.148,632.812
D8,94.341,686.908
D8,94.533,749.254
D8,94.726,806.906
D8,94.918,853.118
D8,95.111,882.191
D8,95.304,888.312
D8,95.496,867.487
D8,95.689,820.096
D8,95.882,752.638
D8,96.074,680.493
D8,96.267,625.252
D8,96.459,591.4
D8,96.652,587.576
D8,96.845,613.796
D8,97.037,661.036
D8,97.23,718.843
D8,97.422,775.162
D8,97.615,814.586
D8,97.808,836.539
D8,98,846.262
D8,98.193,850.825
D8,98.385,856.211
D8,98.578,866.093
D8,98.771,881.796
